Record Id,Record Id (Revenue Forecast),Record Id (Account Name),Revenue Type,Account Owner,Independent Rep,Market,Products of Interest,Account Name (Account Name),Amount Expected,Amount Received,Revenue Month-Year, Updated forecast ,Sales comments,Opportunity Name,
zcrm_3679507000087660279,zcrm_3679507000145227009,zcrm_3679507000001241152,License Fee,Bernie Brafman,,FinTech/ Enterprise/ Banking,TrulyHandsFree; TrulyNatural,Harbor Industries,,,2023！05,,,Harbor: SLA: LF+Maint,
zcrm_3679507000087660279,zcrm_3679507000145227010,zcrm_3679507000001241152,Support,Bernie Brafman,,FinTech/ Enterprise/ Banking,TrulyHandsFree; TrulyNatural,Harbor Industries,,,2023！08,,,Harbor: SLA: LF+Maint,
zcrm_3679507000079497262,zcrm_3679507000128948024,zcrm_3679507000001894015,Royalty,San Yuen,Cyberworkshop,PC/ Mobile/ Wearables/ Cameras,TrulyHandsFree,VTech Telecom,"$ 11,700.00",,2023！06,,,Vtech/GN Audio: Redline II (350XT refresh),
zcrm_3679507000079497262,zcrm_3679507000128948025,zcrm_3679507000001894015,Royalty,San Yuen,Cyberworkshop,PC/ Mobile/ Wearables/ Cameras,TrulyHandsFree,VTech Telecom,"$ 17,550.00",,2023！09,,,Vtech/GN Audio: Redline II (350XT refresh),
zcrm_3679507000079497236,zcrm_3679507000128948013,zcrm_3679507000001894015,Royalty,San Yuen,Cyberworkshop,PC/ Mobile/ Wearables/ Cameras,TrulyHandsFree,VTech Telecom,"$ 35,100.00",,2023！06,,,Vtech/GN Audio: Xenon (450XT refresh),
zcrm_3679507000079497236,zcrm_3679507000128948014,zcrm_3679507000001894015,Royalty,San Yuen,Cyberworkshop,PC/ Mobile/ Wearables/ Cameras,TrulyHandsFree,VTech Telecom,"$ 35,100.00",,2023！09,,,Vtech/GN Audio: Xenon (450XT refresh),
zcrm_3679507000079497210,zcrm_3679507000128948002,zcrm_3679507000001894015,Royalty,San Yuen,Cyberworkshop,PC/ Mobile/ Wearables/ Cameras,TrulyHandsFree,VTech Telecom,"$ 14,600.00",,2023！06,,,VTech/GN (FSTTS+ D4 THF) B550XT,
zcrm_3679507000079497210,zcrm_3679507000128948003,zcrm_3679507000001894015,Royalty,San Yuen,Cyberworkshop,PC/ Mobile/ Wearables/ Cameras,TrulyHandsFree,VTech Telecom,"$ 7,300.00",,2023！09,,,VTech/GN (FSTTS+ D4 THF) B550XT,
zcrm_3679507000075791004,zcrm_3679507000125338001,zcrm_3679507000001246271,Royalty,Osamu Kurihara,Sensory - Japan,Automotive,TrulyHandsFree,Pioneer Corporation,$ 0.00,,2023！06,,,Pioneer - BLE Communicator (Intercom for Motor Cycle),
zcrm_3679507000075791004,zcrm_3679507000125338002,zcrm_3679507000001246271,Royalty,Osamu Kurihara,Sensory - Japan,Automotive,TrulyHandsFree,Pioneer Corporation,$ 0.00,,2023！09,,,Pioneer - BLE Communicator (Intercom for Motor Cycle),
zcrm_3679507000075791004,zcrm_3679507000125338003,zcrm_3679507000001246271,Royalty,Osamu Kurihara,Sensory - Japan,Automotive,TrulyHandsFree,Pioneer Corporation,$ 0.00,,2023！12,,,Pioneer - BLE Communicator (Intercom for Motor Cycle),
zcrm_3679507000069547065,zcrm_3679507000145374036,zcrm_3679507000038897233,Royalty,Bernie Brafman,,Other,TrulyHandsFree,DB Tech Products,"$ 2,000.00",,2023！06,,,Jayco SLA,
zcrm_3679507000069547065,zcrm_3679507000145374037,zcrm_3679507000038897233,Royalty,Bernie Brafman,,Other,TrulyHandsFree,DB Tech Products,"$ 2,000.00",,2023！09,,,Jayco SLA,
zcrm_3679507000056577001,zcrm_3679507000155064031,zcrm_3679507000001241096,Royalty,Jeff Rogers,,Other,TrulyHandsFree,Libre Wireless,"$ 10,000.00",,2023！06,,,"Libre Wireless - Havells products (AC, Fan, Water Heater)",
zcrm_3679507000056577001,zcrm_3679507000155064032,zcrm_3679507000001241096,Royalty,Jeff Rogers,,Other,TrulyHandsFree,Libre Wireless,"$ 10,000.00",,2023！09,,,"Libre Wireless - Havells products (AC, Fan, Water Heater)",
zcrm_3679507000056386002,zcrm_3679507000152519101,zcrm_3679507000001241191,Support,Bernie Brafman,,Medical/ Healthcare,TrulyHandsFree,Fujifilm Sonosite Inc,"$ 3,500.00",,2023！07,,,Neo,
zcrm_3679507000056386002,zcrm_3679507000152519102,zcrm_3679507000001241191,Other,Bernie Brafman,,Medical/ Healthcare,TrulyHandsFree,Fujifilm Sonosite Inc,"$ 3,500.00",,2023！10,,,Neo,
zcrm_3679507000056386002,zcrm_3679507000152519100,zcrm_3679507000001241191,Support,Bernie Brafman,,Medical/ Healthcare,TrulyHandsFree,Fujifilm Sonosite Inc,"$ 3,500.00","$ 3,500.00",2023！04,,,Neo,
zcrm_3679507000052116063,zcrm_3679507000150052222,zcrm_3679507000000585106,Royalty,Jeff Rogers,,PC/ Mobile/ Wearables/ Cameras,TrulyHandsFree,"GoPro, Inc.","$ 55,000.00","$ 54,962.08",2023！04,,,GoPro 2020 cameras,
zcrm_3679507000052116063,zcrm_3679507000150052223,zcrm_3679507000000585106,Royalty,Jeff Rogers,,PC/ Mobile/ Wearables/ Cameras,TrulyHandsFree,"GoPro, Inc.","$ 70,000.00",,2023！06,,,GoPro 2020 cameras,
zcrm_3679507000052116063,zcrm_3679507000150052224,zcrm_3679507000000585106,Royalty,Jeff Rogers,,PC/ Mobile/ Wearables/ Cameras,TrulyHandsFree,"GoPro, Inc.","$ 75,000.00",,2023！09,,,GoPro 2020 cameras,
zcrm_3679507000052116003,zcrm_3679507000159824234,zcrm_3679507000036150079,Support,Jeff Rogers,,FinTech/ Enterprise/ Banking,TrulyHandsFree; TrulyNatural,"Zoom Video Communications, Inc.",,"$ 5,000.00",2023！04,,,Zoom conference room,
zcrm_3679507000049637010,zcrm_3679507000149089018,zcrm_3679507000001241131,Support,Bernie Brafman,,PC/ Mobile/ Wearables/ Cameras,TrulyHandsFree; TrulyNatural,Magic Leap Inc.,"$ 3,500.00",,2023！05,,,ML2 SLA,
zcrm_3679507000049637010,zcrm_3679507000149089019,zcrm_3679507000001241131,License Fee,Bernie Brafman,,PC/ Mobile/ Wearables/ Cameras,TrulyHandsFree; TrulyNatural,Magic Leap Inc.,"$ 50,000.00",,2023！06,,,ML2 SLA,
zcrm_3679507000049637010,zcrm_3679507000149089020,zcrm_3679507000001241131,Support,Bernie Brafman,,PC/ Mobile/ Wearables/ Cameras,TrulyHandsFree; TrulyNatural,Magic Leap Inc.,"$ 3,500.00",,2023！08,,,ML2 SLA,
zcrm_3679507000049637010,zcrm_3679507000149089021,zcrm_3679507000001241131,License Fee,Bernie Brafman,,PC/ Mobile/ Wearables/ Cameras,TrulyHandsFree; TrulyNatural,Magic Leap Inc.,"$ 50,000.00",,2023！09,,,ML2 SLA,
zcrm_3679507000042480007,zcrm_3679507000128948046,zcrm_3679507000001894015,Royalty,San Yuen,Cyberworkshop,PC/ Mobile/ Wearables/ Cameras,TrulyHandsFree; TrulyNatural,VTech Telecom,"$ 12,000.00",,2023！06,,,Vtech/GN QCC512X BT projects (GN S650-XT),
zcrm_3679507000042480007,zcrm_3679507000128948047,zcrm_3679507000001894015,Royalty,San Yuen,Cyberworkshop,PC/ Mobile/ Wearables/ Cameras,TrulyHandsFree; TrulyNatural,VTech Telecom,"$ 12,000.00",,2023！09,,,Vtech/GN QCC512X BT projects (GN S650-XT),
zcrm_3679507000039196040,zcrm_3679507000145374048,zcrm_3679507000001246137,Royalty,Bernie Brafman,,FinTech/ Enterprise/ Banking,TrulySecureFace,BioConnect,"$ 4,195.00","$ 4,195.05",2023！04,,,BioConnect SLA,
zcrm_3679507000039196040,zcrm_3679507000145374049,zcrm_3679507000001246137,Royalty,Bernie Brafman,,FinTech/ Enterprise/ Banking,TrulySecureFace,BioConnect,"$ 3,000.00",,2023！06,,,BioConnect SLA,
zcrm_3679507000039196040,zcrm_3679507000145374050,zcrm_3679507000001246137,Royalty,Bernie Brafman,,FinTech/ Enterprise/ Banking,TrulySecureFace,BioConnect,"$ 3,000.00",,2023！09,,,BioConnect SLA,
zcrm_3679507000039153107,zcrm_3679507000128970194,zcrm_3679507000001246230,Support,Simon Jeong,,PC/ Mobile/ Wearables/ Cameras,TrulyHandsFree,LG Uplus,$ 243.00,,2023！09,,,TV Free IPTV service with Lenovo tablet (Hey Clova),
zcrm_3679507000039153107,zcrm_3679507000150132154,zcrm_3679507000001246230,License Fee,Simon Jeong,,PC/ Mobile/ Wearables/ Cameras,TrulyHandsFree,LG Uplus,"$ 47,500.00",,2023！12,,,TV Free IPTV service with Lenovo tablet (Hey Clova),
zcrm_3679507000039153107,zcrm_3679507000128970195,zcrm_3679507000001246230,Support,Simon Jeong,,PC/ Mobile/ Wearables/ Cameras,TrulyHandsFree,LG Uplus,$ 243.00,,2023！10,,,TV Free IPTV service with Lenovo tablet (Hey Clova),
zcrm_3679507000039153107,zcrm_3679507000128970196,zcrm_3679507000001246230,Support,Simon Jeong,,PC/ Mobile/ Wearables/ Cameras,TrulyHandsFree,LG Uplus,$ 243.00,,2023！11,,,TV Free IPTV service with Lenovo tablet (Hey Clova),
zcrm_3679507000039153107,zcrm_3679507000128970189,zcrm_3679507000001246230,Support,Simon Jeong,,PC/ Mobile/ Wearables/ Cameras,TrulyHandsFree,LG Uplus,$ 243.00,,2023！04,,,TV Free IPTV service with Lenovo tablet (Hey Clova),
zcrm_3679507000039153107,zcrm_3679507000128970197,zcrm_3679507000001246230,Support,Simon Jeong,,PC/ Mobile/ Wearables/ Cameras,TrulyHandsFree,LG Uplus,$ 243.00,,2023！12,,,TV Free IPTV service with Lenovo tablet (Hey Clova),
zcrm_3679507000039153107,zcrm_3679507000128970190,zcrm_3679507000001246230,Support,Simon Jeong,,PC/ Mobile/ Wearables/ Cameras,TrulyHandsFree,LG Uplus,$ 243.00,,2023！05,,,TV Free IPTV service with Lenovo tablet (Hey Clova),
zcrm_3679507000039153107,zcrm_3679507000128970191,zcrm_3679507000001246230,Support,Simon Jeong,,PC/ Mobile/ Wearables/ Cameras,TrulyHandsFree,LG Uplus,$ 243.00,,2023！06,,,TV Free IPTV service with Lenovo tablet (Hey Clova),
zcrm_3679507000039153107,zcrm_3679507000128970192,zcrm_3679507000001246230,Support,Simon Jeong,,PC/ Mobile/ Wearables/ Cameras,TrulyHandsFree,LG Uplus,$ 243.00,,2023！07,,,TV Free IPTV service with Lenovo tablet (Hey Clova),
zcrm_3679507000039153107,zcrm_3679507000128970193,zcrm_3679507000001246230,Support,Simon Jeong,,PC/ Mobile/ Wearables/ Cameras,TrulyHandsFree,LG Uplus,$ 243.00,,2023！08,,,TV Free IPTV service with Lenovo tablet (Hey Clova),
zcrm_3679507000037840103,zcrm_3679507000148213020,zcrm_3679507000037840090,SOW,Jeff Rogers,,Other,TrulyHandsFree; TrulySecureFace; TrulySecureVoice; TrulyNatural,Unknown Customer,"$ 10,000.00",,2023！07,,,Unknown customers,
zcrm_3679507000037840103,zcrm_3679507000159824252,zcrm_3679507000037840090,Royalty,Jeff Rogers,,Other,TrulyHandsFree; TrulySecureFace; TrulySecureVoice; TrulyNatural,Unknown Customer,,"-$ 438,745.00",2023！04,,,Unknown customers,
zcrm_3679507000037840103,zcrm_3679507000148213021,zcrm_3679507000037840090,SOW,Jeff Rogers,,Other,TrulyHandsFree; TrulySecureFace; TrulySecureVoice; TrulyNatural,Unknown Customer,"$ 10,000.00",,2023！08,,,Unknown customers,
zcrm_3679507000037840103,zcrm_3679507000159824261,zcrm_3679507000037840090,License Fee,Jeff Rogers,,Other,TrulyHandsFree; TrulySecureFace; TrulySecureVoice; TrulyNatural,Unknown Customer,,"$ 16,600.00",2023！04,,,Unknown customers,
zcrm_3679507000037840103,zcrm_3679507000148213022,zcrm_3679507000037840090,SOW,Jeff Rogers,,Other,TrulyHandsFree; TrulySecureFace; TrulySecureVoice; TrulyNatural,Unknown Customer,"$ 10,000.00",,2023！09,,,Unknown customers,
zcrm_3679507000037840103,zcrm_3679507000148213017,zcrm_3679507000037840090,SOW,Jeff Rogers,,Other,TrulyHandsFree; TrulySecureFace; TrulySecureVoice; TrulyNatural,Unknown Customer,"$ 10,000.00",,2023！04,,,Unknown customers,
zcrm_3679507000037840103,zcrm_3679507000148213018,zcrm_3679507000037840090,SOW,Jeff Rogers,,Other,TrulyHandsFree; TrulySecureFace; TrulySecureVoice; TrulyNatural,Unknown Customer,"$ 10,000.00",,2023！05,,,Unknown customers,
zcrm_3679507000037840103,zcrm_3679507000148213019,zcrm_3679507000037840090,SOW,Jeff Rogers,,Other,TrulyHandsFree; TrulySecureFace; TrulySecureVoice; TrulyNatural,Unknown Customer,"$ 10,000.00",,2023！06,,,Unknown customers,
zcrm_3679507000036063031,zcrm_3679507000143086034,zcrm_3679507000001246182,Royalty,San Yuen,,IoT,TrulyHandsFree,Cyber Workshop,"$ 5,000.00",,2023！09,,,CBW new THF,
zcrm_3679507000032219083,zcrm_3679507000137965026,zcrm_3679507000032219075,Royalty,San Yuen,,PC/ Mobile/ Wearables/ Cameras,TrulyHandsFree,Lenovo (Beijing) Limited,"$ 6,000.00",,2023！09,,,Lenovo (Beijing) Limited,
zcrm_3679507000025136016,zcrm_3679507000142968027,zcrm_3679507000002495354,Royalty,Simon Jeong,,IoT/ Appliance/ Consumer & Home Electronics,TrulyHandsFree,"MarkT Co., Ltd.","$ 4,356.00",,2023！12,,,Naver Clova SoM biz,
zcrm_3679507000025136016,zcrm_3679507000133958005,zcrm_3679507000002495354,Royalty,Simon Jeong,,IoT/ Appliance/ Consumer & Home Electronics,TrulyHandsFree,"MarkT Co., Ltd.","$ 1,089.00",,2023！10,,,Naver Clova SoM biz,
zcrm_3679507000025077260,zcrm_3679507000025077288,zcrm_3679507000001246182,Royalty,San Yuen,,IoT,TrulyNatural,Cyber Workshop,"$ 5,000.00",,2023！09,,,CBW TN/THF module,
zcrm_3679507000024138101,zcrm_3679507000152709082,zcrm_3679507000005156003,Royalty,Jeff Rogers,,Other,TrulyHandsFree,Peloton Interactive Inc,"$ 5,000.00",,2023！06,,,Caspian,
zcrm_3679507000024138101,zcrm_3679507000152709083,zcrm_3679507000005156003,Other,Jeff Rogers,,Other,TrulyHandsFree,Peloton Interactive Inc,"$ 5,000.00",,2023！09,,,Caspian,
zcrm_3679507000018838026,zcrm_3679507000159951168,zcrm_3679507000001241167,Support,Bernie Brafman,,Other,TrulyHandsFree,"Merlyn Mind, Inc.","$ 3,500.00",,2023！06,,,Merlyn Mind Symphony Classroom SLA,
zcrm_3679507000018838026,zcrm_3679507000159951169,zcrm_3679507000001241167,Support,Bernie Brafman,,Other,TrulyHandsFree,"Merlyn Mind, Inc.","$ 3,500.00",,2023！09,,,Merlyn Mind Symphony Classroom SLA,
zcrm_3679507000015505003,zcrm_3679507000145227022,zcrm_3679507000007299001,Royalty,Bernie Brafman,,FinTech/ Enterprise/ Banking,TrulySecureFace,Keyless Technologies Ltd.,"$ 6,250.00","$ 6,250.00",2023！04,,,Keyless Liveness/Anti-Spoofing,
zcrm_3679507000015505003,zcrm_3679507000145227023,zcrm_3679507000007299001,Royalty,Bernie Brafman,,FinTech/ Enterprise/ Banking,TrulySecureFace,Keyless Technologies Ltd.,"$ 6,250.00",,2023！06,,,Keyless Liveness/Anti-Spoofing,
zcrm_3679507000015505003,zcrm_3679507000145227024,zcrm_3679507000007299001,Other,Bernie Brafman,,FinTech/ Enterprise/ Banking,TrulySecureFace,Keyless Technologies Ltd.,"$ 31,250.00",,2023！09,,,Keyless Liveness/Anti-Spoofing,
zcrm_3679507000012471005,zcrm_3679507000013200085,zcrm_3679507000006108034,License Fee,San Yuen,Cyberworkshop,IoT,TrulyNatural,Harman International,"$ 4,750.00",,2023！10,,,Harman TN IOT,
zcrm_3679507000012471005,zcrm_3679507000137965016,zcrm_3679507000006108034,Royalty,San Yuen,Cyberworkshop,IoT,TrulyNatural,Harman International,"$ 5,000.00",,2023！12,,,Harman TN IOT,
zcrm_3679507000009312004,zcrm_3679507000152369087,zcrm_3679507000003366099,Royalty,Bernie Brafman,,Medical/ Healthcare,TrulyHandsFree,"Aloe Care Health, Inc.","$ 3,000.00",,2023！06,,,Aloe Care SLA,
zcrm_3679507000009312004,zcrm_3679507000152369088,zcrm_3679507000003366099,Royalty,Bernie Brafman,,Medical/ Healthcare,TrulyHandsFree,"Aloe Care Health, Inc.","$ 3,000.00",,2023！09,,,Aloe Care SLA,
zcrm_3679507000006839194,zcrm_3679507000148617116,zcrm_3679507000006839185,Royalty,Jeff Rogers,,PC/ Mobile/ Wearables/ Cameras,TrulyHandsFree,"Best Buy Health, Inc.","$ 25,000.00",,2023！06,,,"Best Buy Health: GC ""Lively Flip"" Flip Phone",
zcrm_3679507000006839194,zcrm_3679507000148617117,zcrm_3679507000006839185,Royalty,Jeff Rogers,,PC/ Mobile/ Wearables/ Cameras,TrulyHandsFree,"Best Buy Health, Inc.","$ 25,000.00",,2023！09,,,"Best Buy Health: GC ""Lively Flip"" Flip Phone",
zcrm_3679507000006108043,zcrm_3679507000048213055,zcrm_3679507000006108034,Royalty,San Yuen,Cyberworkshop,IoT,TrulyHandsFree,Harman International,"$ 3,000.00",,2023！09,,,Harman Vietnam Ki Ki Qi smart speaker,
zcrm_3679507000006108043,zcrm_3679507000070089028,zcrm_3679507000006108034,Royalty,San Yuen,Cyberworkshop,IoT,TrulyHandsFree,Harman International,"$ 7,000.00",,2023！12,,,Harman Vietnam Ki Ki Qi smart speaker,
zcrm_3679507000005968230,zcrm_3679507000155017048,zcrm_3679507000001246184,Royalty,San Yuen,,PC/ Mobile/ Wearables/ Cameras,TrulyHandsFree,WATA Acoustics,"$ 9,044.00",,2023！06,,,"GN Audio/WATA Acoustics-Blue Genie: REVENUE TRACKING PPD B or C300XT ""Gimli"" AND C400XT ""Ranger""",
zcrm_3679507000005968230,zcrm_3679507000155017049,zcrm_3679507000001246184,Royalty,San Yuen,,PC/ Mobile/ Wearables/ Cameras,TrulyHandsFree,WATA Acoustics,"$ 9,044.00",,2023！07,,,"GN Audio/WATA Acoustics-Blue Genie: REVENUE TRACKING PPD B or C300XT ""Gimli"" AND C400XT ""Ranger""",
zcrm_3679507000005968230,zcrm_3679507000155017050,zcrm_3679507000001246184,Other,San Yuen,,PC/ Mobile/ Wearables/ Cameras,TrulyHandsFree,WATA Acoustics,"$ 12,000.00",,2023！07,,,"GN Audio/WATA Acoustics-Blue Genie: REVENUE TRACKING PPD B or C300XT ""Gimli"" AND C400XT ""Ranger""",
zcrm_3679507000005968230,zcrm_3679507000155017051,zcrm_3679507000001246184,Royalty,San Yuen,,PC/ Mobile/ Wearables/ Cameras,TrulyHandsFree,WATA Acoustics,"$ 9,044.00",,2023！08,,,"GN Audio/WATA Acoustics-Blue Genie: REVENUE TRACKING PPD B or C300XT ""Gimli"" AND C400XT ""Ranger""",
zcrm_3679507000005968230,zcrm_3679507000155017052,zcrm_3679507000001246184,Other,San Yuen,,PC/ Mobile/ Wearables/ Cameras,TrulyHandsFree,WATA Acoustics,"$ 9,044.00",,2023！09,,,"GN Audio/WATA Acoustics-Blue Genie: REVENUE TRACKING PPD B or C300XT ""Gimli"" AND C400XT ""Ranger""",
zcrm_3679507000005968230,zcrm_3679507000155017046,zcrm_3679507000001246184,Royalty,San Yuen,,PC/ Mobile/ Wearables/ Cameras,TrulyHandsFree,WATA Acoustics,"$ 6,803.40","$ 6,803.40",2023！04,,,"GN Audio/WATA Acoustics-Blue Genie: REVENUE TRACKING PPD B or C300XT ""Gimli"" AND C400XT ""Ranger""",
zcrm_3679507000005968230,zcrm_3679507000155017047,zcrm_3679507000001246184,Royalty,San Yuen,,PC/ Mobile/ Wearables/ Cameras,TrulyHandsFree,WATA Acoustics,"$ 5,950.00",,2023！05,,,"GN Audio/WATA Acoustics-Blue Genie: REVENUE TRACKING PPD B or C300XT ""Gimli"" AND C400XT ""Ranger""",
zcrm_3679507000005780026,zcrm_3679507000159356277,zcrm_3679507000002495566,Royalty,Bernie Brafman,,Other,TrulyHandsFree,UrSafe Technologies,$ 500.00,,2023！04,,,ur safe SLA,
zcrm_3679507000005780026,zcrm_3679507000159356279,zcrm_3679507000002495566,Royalty,Bernie Brafman,,Other,TrulyHandsFree,UrSafe Technologies,$ 500.00,,2023！10,,,ur safe SLA,
zcrm_3679507000005741005,zcrm_3679507000106772055,zcrm_3679507000001345157,Royalty,Bernie Brafman,,Other,TrulyHandsFree; TrulySecureFace; TrulySecureVoice,Resideo,"$ 5,000.00",,2023！04,,,Resideo: RELEASED PRODUCTS+REVENUES,
zcrm_3679507000005741005,zcrm_3679507000106772057,zcrm_3679507000001345157,Royalty,Bernie Brafman,,Other,TrulyHandsFree; TrulySecureFace; TrulySecureVoice,Resideo,"$ 5,000.00",,2023！07,,,Resideo: RELEASED PRODUCTS+REVENUES,
zcrm_3679507000005741005,zcrm_3679507000106772067,zcrm_3679507000001345157,Royalty,Bernie Brafman,,Other,TrulyHandsFree; TrulySecureFace; TrulySecureVoice,Resideo,"$ 5,000.00",,2023！10,,,Resideo: RELEASED PRODUCTS+REVENUES,
zcrm_3679507000004563019,zcrm_3679507000152232027,zcrm_3679507000001246172,Royalty,Sam Taban,,IoT/ Appliance/ Consumer & Home Electronics,TrulyHandsFree,Sagemcom Broadband SAS,"$ 3,500.00",$ 75.45,2023！04,,,Sound Box (Hola Atika - Vodafone),
zcrm_3679507000004563019,zcrm_3679507000144376003,zcrm_3679507000001246172,Royalty,Sam Taban,,IoT/ Appliance/ Consumer & Home Electronics,TrulyHandsFree,Sagemcom Broadband SAS,"$ 3,500.00",,2023！06,,,Sound Box (Hola Atika - Vodafone),
zcrm_3679507000004563019,zcrm_3679507000144376004,zcrm_3679507000001246172,Royalty,Sam Taban,,IoT/ Appliance/ Consumer & Home Electronics,TrulyHandsFree,Sagemcom Broadband SAS,"$ 3,500.00",,2023！09,,,Sound Box (Hola Atika - Vodafone),
zcrm_3679507000004462042,zcrm_3679507000107341031,zcrm_3679507000001246182,Other,San Yuen,,Other,TrulyHandsFree,Cyber Workshop,"$ 5,000.00",,2023！09,,,CBW NLP chip,
zcrm_3679507000004408033,zcrm_3679507000128892013,zcrm_3679507000001246173,Royalty,Sam Taban,,IoT,TrulyHandsFree,SA Telecom Design,"$ 5,000.00",,2023！06,,,Verisure,
zcrm_3679507000004408033,zcrm_3679507000128892014,zcrm_3679507000001246173,Royalty,Sam Taban,,IoT,TrulyHandsFree,SA Telecom Design,"$ 5,000.00",,2023！09,,,Verisure,
zcrm_3679507000004364001,zcrm_3679507000155414001,zcrm_3679507000001585047,Royalty,Osamu Kurihara,Sensory - Japan,PC/ Mobile/ Wearables/ Cameras,TrulyNatural,Kyocera Corporation,"$ 10,000.00",,2023！07,,,Kyocera - Voice Command for AFP (TNL),
zcrm_3679507000004364001,zcrm_3679507000146572051,zcrm_3679507000001585047,Royalty,Osamu Kurihara,Sensory - Japan,PC/ Mobile/ Wearables/ Cameras,TrulyNatural,Kyocera Corporation,"$ 21,000.00",,2023！05,,,Kyocera - Voice Command for AFP (TNL),
zcrm_3679507000004364001,zcrm_3679507000155414002,zcrm_3679507000001585047,Royalty,Osamu Kurihara,Sensory - Japan,PC/ Mobile/ Wearables/ Cameras,TrulyNatural,Kyocera Corporation,"$ 10,000.00",,2023！10,,,Kyocera - Voice Command for AFP (TNL),
zcrm_3679507000004231094,zcrm_3679507000159077001,zcrm_3679507000005685059,Royalty,Osamu Kurihara,,PC/ Mobile/ Wearables/ Cameras,TrulyHandsFree,Canon Inc.,$ 0.00,,2023！07,,,Canon - PowerShot PICK (Production),
zcrm_3679507000004231094,zcrm_3679507000159077002,zcrm_3679507000005685059,Royalty,Osamu Kurihara,,PC/ Mobile/ Wearables/ Cameras,TrulyHandsFree,Canon Inc.,$ 0.00,,2023！10,,,Canon - PowerShot PICK (Production),
zcrm_3679507000004231094,zcrm_3679507000149082005,zcrm_3679507000005685059,Royalty,Osamu Kurihara,,PC/ Mobile/ Wearables/ Cameras,TrulyHandsFree,Canon Inc.,$ 0.00,,2023！04,,,Canon - PowerShot PICK (Production),
zcrm_3679507000004231007,zcrm_3679507000146572014,zcrm_3679507000001246200,Royalty,Osamu Kurihara,Sensory - Japan,FinTech/ Enterprise/ Banking,TrulySecureFace,Fujitsu Limited,"$ 15,000.00","$ 10,000.00",2023！04,,,Fujitsu - Security for Cloud Services,
zcrm_3679507000004231007,zcrm_3679507000146572023,zcrm_3679507000001246200,Royalty,Osamu Kurihara,Sensory - Japan,FinTech/ Enterprise/ Banking,TrulySecureFace,Fujitsu Limited,"$ 10,000.00",,2023！06,,,Fujitsu - Security for Cloud Services,
zcrm_3679507000004231007,zcrm_3679507000146572024,zcrm_3679507000001246200,Royalty,Osamu Kurihara,Sensory - Japan,FinTech/ Enterprise/ Banking,TrulySecureFace,Fujitsu Limited,"$ 10,000.00",,2023！09,,,Fujitsu - Security for Cloud Services,
zcrm_3679507000003893018,zcrm_3679507000145227057,zcrm_3679507000001241124,Royalty,Bernie Brafman,,PC/ Mobile/ Wearables/ Cameras,TrulyHandsFree,"Vocera Communications, Inc.","$ 10,000.00",,2023！06,,,Vocera Smartbadge,
zcrm_3679507000003893018,zcrm_3679507000145227058,zcrm_3679507000001241124,Royalty,Bernie Brafman,,PC/ Mobile/ Wearables/ Cameras,TrulyHandsFree,"Vocera Communications, Inc.","$ 10,000.00",,2023！09,,,Vocera Smartbadge,
zcrm_3679507000003893018,zcrm_3679507000145227056,zcrm_3679507000001241124,Royalty,Bernie Brafman,,PC/ Mobile/ Wearables/ Cameras,TrulyHandsFree,"Vocera Communications, Inc.","$ 9,546.00","$ 9,546.00",2023！04,,,Vocera Smartbadge,
zcrm_3679507000003275109,zcrm_3679507000145227071,zcrm_3679507000002961001,Support,Bernie Brafman,,Medical/ Healthcare,TrulyHandsFree; TrulySecureVoice; TrulyNatural,Robin Healthcare,"$ 1,750.00",,2023！09,,,Dictation Speaker,
zcrm_3679507000003275109,zcrm_3679507000146132066,zcrm_3679507000002961001,Royalty,Bernie Brafman,,Medical/ Healthcare,TrulyHandsFree; TrulySecureVoice; TrulyNatural,Robin Healthcare,"$ 1,000.00",,2023！06,,,Dictation Speaker,
zcrm_3679507000003275109,zcrm_3679507000146132067,zcrm_3679507000002961001,Royalty,Bernie Brafman,,Medical/ Healthcare,TrulyHandsFree; TrulySecureVoice; TrulyNatural,Robin Healthcare,"$ 1,000.00",,2023！09,,,Dictation Speaker,
zcrm_3679507000003275109,zcrm_3679507000157944008,zcrm_3679507000002961001,Support,Bernie Brafman,,Medical/ Healthcare,TrulyHandsFree; TrulySecureVoice; TrulyNatural,Robin Healthcare,"$ 1,750.00",,2023！06,,,Dictation Speaker,
zcrm_3679507000003275109,zcrm_3679507000157944009,zcrm_3679507000002961001,Support,Bernie Brafman,,Medical/ Healthcare,TrulyHandsFree; TrulySecureVoice; TrulyNatural,Robin Healthcare,"$ 1,750.00",,2023！09,,,Dictation Speaker,
zcrm_3679507000002866003,zcrm_3679507000145227082,zcrm_3679507000001262042,Royalty,Bernie Brafman,,FinTech/ Enterprise/ Banking,TrulySecureFace,HYPR CORP,"$ 1,000.00",,2023！06,,,HYPR - TS,
zcrm_3679507000002866003,zcrm_3679507000145227083,zcrm_3679507000001262042,Royalty,Bernie Brafman,,FinTech/ Enterprise/ Banking,TrulySecureFace,HYPR CORP,"$ 1,000.00",,2023！09,,,HYPR - TS,
zcrm_3679507000002836062,zcrm_3679507000146748129,zcrm_3679507000002309039,Royalty,Bernie Brafman,,Other,TrulyHandsFree,"Motorola Solutions, Inc.","$ 3,500.00",,2023！09,,,Voice for Radios,
